tradeday,account,ticker,attr
2017-07-17,XLIN01,EBAY,-0.0001033538318
2017-07-17,XLIN01,INTU,0.0001309148537
2017-07-17,XLIN01,JD,-0.001309148537
2017-07-17,XLIN01,KO,0.000241158941
2017-07-17,XLIN01,KR,-0.002170430469
2017-07-17,XLIN01,TWTR,0.0009301844866
2017-07-18,XLIN01,EBAY,-0.000863250726
2017-07-18,XLIN01,INTU,0.0004005483369
2017-07-18,XLIN01,JD,0.004696083949
2017-07-18,XLIN01,KO,-0.0002900522439
2017-07-18,XLIN01,KR,-0.004972324182
2017-07-18,XLIN01,TWTR,0.0001243081045
2017-07-19,XLIN01,EBAY,0.0009677162932
2017-07-19,XLIN01,INTU,0.001064487923
2017-07-19,XLIN01,JD,0.0007949098123
2017-07-19,XLIN01,KO,0.0007741730346
2017-07-19,XLIN01,KR,0.006065507481
2017-07-19,XLIN01,TWTR,0.000435472332
2017-07-20,XLIN01,EBAY,0.0003421564065
2017-07-20,XLIN01,INTU,0.0001094900501
2017-07-20,XLIN01,JD,-0.00102646922
2017-07-20,XLIN01,KO,-4.79E-05
2017-07-20,XLIN01,KR,0.004927052254
2017-07-20,XLIN01,TWTR,0.00126255714
2017-07-21,XLIN01,EBAY,-0.001939494575
2017-07-21,XLIN01,INTU,-0.0003470674502
2017-07-21,XLIN01,JD,0.0005444195297
2017-07-21,XLIN01,KO,0.001000370886
2017-07-21,XLIN01,KR,0
2017-07-21,XLIN01,TWTR,-0.001286191139
2017-07-24,XLIN01,EBAY,-0.0007841933889
2017-07-24,XLIN01,INTU,0.0009614892855
2017-07-24,XLIN01,JD,0.001568386778
2017-07-24,XLIN01,KO,-0.000906936702
2017-07-24,XLIN01,KR,-0.0004602874239
2017-07-24,XLIN01,TWTR,-0.0003375441109
2017-07-25,XLIN01,EBAY,-0.0002045638188
2017-07-25,XLIN01,INTU,0.0004023088436
2017-07-25,XLIN01,JD,0.003136645222
2017-07-25,XLIN01,KO,0.001909262309
2017-07-25,XLIN01,KR,0.006904028884
2017-07-25,XLIN01,TWTR,-9.21E-05
2017-07-26,XLIN01,EBAY,0.002425524604
2017-07-26,XLIN01,INTU,0.0002021270503
2017-07-26,XLIN01,JD,0.004749985683
2017-07-26,XLIN01,KO,0.00235814892
2017-07-26,XLIN01,KR,0.000606381151
2017-07-26,XLIN01,TWTR,-0.001091486072
2017-07-27,XLIN01,EBAY,-0.00290397845
2017-07-27,XLIN01,INTU,-0.0001802469383
2017-07-27,XLIN01,JD,-0.002369913448
2017-07-27,XLIN01,KO,0.001775766133
2017-07-27,XLIN01,KR,0.003454732984
2017-07-27,XLIN01,TWTR,-0.008321400318
2017-07-28,XLIN01,EBAY,-0.0007743351659
2017-07-28,XLIN01,INTU,-0.0008282019601
2017-07-28,XLIN01,JD,0.0002020004781
2017-07-28,XLIN01,KO,-0.0005184678937
2017-07-28,XLIN01,KR,0.004999511832
2017-07-28,XLIN01,TWTR,-0.0002727006454
2017-07-31,XLIN01,EBAY,-0.0006036859338
2017-07-31,XLIN01,INTU,0.0009026542058
2017-07-31,XLIN01,JD,-0.0001437347462
2017-07-31,XLIN01,KO,-0.0006841773917
2017-07-31,XLIN01,KR,0.003104670517
2017-07-31,XLIN01,TWTR,-0.002512483363
2017-08-01,XLIN01,EBAY,0.0004919578556
2017-08-01,XLIN01,INTU,0.0001202563647
2017-08-01,XLIN01,JD,0.001038577695
2017-08-01,XLIN01,KO,-0.0005356874428
2017-08-01,XLIN01,KR,0.0009839157112
2017-08-01,XLIN01,TWTR,0.0009511185208
2017-08-02,XLIN01,EBAY,-2.72E-05
2017-08-02,XLIN01,INTU,-0.0004904618789
2017-08-02,XLIN01,JD,-0.0008174364648
2017-08-02,XLIN01,KO,-0.0004196173852
2017-08-02,XLIN01,KR,0.0003678464091
2017-08-02,XLIN01,TWTR,-0.001106264016
2017-08-03,XLIN01,CMG,-0.001953092989
2017-08-03,XLIN01,EBAY,-0.0005190037314
2017-08-03,XLIN01,INTU,0.0003332550275
2017-08-03,XLIN01,JD,0.0001365799293
2017-08-03,XLIN01,KO,0.0003059390416
2017-08-03,XLIN01,KR,-0.007006550373
2017-08-03,XLIN01,TWTR,0.000871379949
2017-08-04,XLIN01,CMG,-0.0002202527951
2017-08-04,XLIN01,EBAY,-0.0002477843945
2017-08-04,XLIN01,INTU,-0.0001321516771
2017-08-04,XLIN01,JD,0.003028475933
2017-08-04,XLIN01,KO,-0.0006552520656
2017-08-04,XLIN01,KR,0.0008672453809
2017-08-04,XLIN01,TWTR,0.0008782580206
2017-08-07,XLIN01,CMG,-0.001401931977
2017-08-07,XLIN01,EBAY,0.001344318335
2017-08-07,XLIN01,INTU,-0.0001371753403
2017-08-07,XLIN01,JD,0.003182467894
2017-08-07,XLIN01,KO,0.0005377273338
2017-08-07,XLIN01,KR,0.00296298735
2017-08-07,XLIN01,TWTR,0.0008751786709
2017-08-08,XLIN01,CMG,-0.001582325883
2017-08-08,XLIN01,EBAY,0.0006808631166
2017-08-08,XLIN01,INTU,-0.0002560045318
2017-08-08,XLIN01,JD,0.001606836955
2017-08-08,XLIN01,KO,-0.0001525133381
2017-08-08,XLIN01,KR,-0.002941328664
2017-08-08,XLIN01,TWTR,-0.001974503038
2017-08-09,XLIN01,CMG,0.0002654007688
2017-08-09,XLIN01,EBAY,-0.0007661053121
2017-08-09,XLIN01,INTU,0.0003502195713
2017-08-09,XLIN01,JD,-0.0008481880241
2017-08-09,XLIN01,KO,-3.83E-05
2017-08-09,XLIN01,KR,-0.002339357292
2017-08-09,XLIN01,TWTR,-7.93E-05
2017-08-10,XLIN01,CMG,-0.003283711582
2017-08-10,XLIN01,EBAY,-0.002992680288
2017-08-10,XLIN01,INTU,-0.0009115319777
2017-08-10,XLIN01,JD,-0.004804761931
2017-08-10,XLIN01,KO,0.0005765714317
2017-08-10,XLIN01,KR,-0.00457138778
2017-08-10,XLIN01,TWTR,-0.003105248996
2017-08-11,XLIN01,CMG,0.001052431228
2017-08-11,XLIN01,EBAY,0.0001679411534
2017-08-11,XLIN01,INTU,0.0008061175364
2017-08-11,XLIN01,JD,-0.0005318136525
2017-08-11,XLIN01,KO,-0.000587794037
2017-08-11,XLIN01,KR,0.0005668013928
2017-08-11,XLIN01,TWTR,0.001379916477
2017-08-14,XLIN01,CMG,-0.001119212923
2017-08-14,XLIN01,EBAY,0.0004186582005
2017-08-14,XLIN01,INTU,0.001278303039
2017-08-14,XLIN01,JD,-0.004605240205
2017-08-14,XLIN01,KO,0.0008205700729
2017-08-14,XLIN01,KR,0.001130377141
2017-08-14,XLIN01,TWTR,0.001375989952
2017-08-15,XLIN01,CMG,0.0001061344304
2017-08-15,XLIN01,EBAY,0.0001396505664
2017-08-15,XLIN01,INTU,-0.0007932152169
2017-08-15,XLIN01,JD,-0.0005586022654
2017-08-15,XLIN01,KO,0.001524984185
2017-08-15,XLIN01,KR,-0.005907218957
2017-08-15,XLIN01,TWTR,-0.001133962599
2017-08-16,XLIN01,CMG,-0.0007450821066
2017-08-16,XLIN01,EBAY,0.000309279365
2017-08-16,XLIN01,INTU,0.0002530467532
2017-08-16,XLIN01,JD,-0.001124652236
2017-08-16,XLIN01,KO,3.94E-05
2017-08-16,XLIN01,KR,-0.0002530467532
2017-08-16,XLIN01,TWTR,0.00171228303
2017-08-17,XLIN01,CMG,-0.000621251583
2017-08-17,XLIN01,EBAY,-0.001433657499
2017-08-17,XLIN01,INTU,-0.00194527645
2017-08-17,XLIN01,JD,-0.008011615437
2017-08-17,XLIN01,KO,-0.001338080333
2017-08-17,XLIN01,KR,-0.002909481395
2017-08-17,XLIN01,TWTR,-0.002364129327
2017-08-18,XLIN01,CMG,-0.001913445247
2017-08-18,XLIN01,EBAY,-0.0002005107295
2017-08-18,XLIN01,INTU,-0.0002005107295
2017-08-18,XLIN01,JD,-0.001919174125
2017-08-18,XLIN01,KO,-0.000761940772
2017-08-18,XLIN01,KR,0
2017-08-18,XLIN01,TWTR,0.0009968247694
2017-08-21,XLIN01,CMG,-0.0007621238811
2017-08-21,XLIN01,EBAY,-0.001553007154
2017-08-21,XLIN01,INTU,0.001035338103
2017-08-21,XLIN01,JD,0.003249811266
2017-08-21,XLIN01,KO,4.03E-05
2017-08-21,XLIN01,KR,-0.003235431571
2017-08-21,XLIN01,TWTR,0.001000826833
2017-08-22,XLIN01,CMG,-0.0008859880133
2017-08-22,XLIN01,EBAY,0.001639653141
2017-08-22,XLIN01,INTU,0.001288709837
2017-08-22,XLIN01,JD,0.002560160168
2017-08-22,XLIN01,KO,-0.0003221774594
2017-08-22,XLIN01,KR,0.004271727921
2017-08-22,XLIN01,TWTR,0.004337889364
2017-08-23,XLIN01,CMG,-0.002391260822
2017-08-23,XLIN01,EBAY,0.0002271981779
2017-08-23,XLIN01,INTU,-0.001493828019
2017-08-23,XLIN01,JD,0.0008235933948
2017-08-23,XLIN01,KO,-0.0002385580868
2017-08-23,XLIN01,KR,0.0002555979501
2017-08-23,XLIN01,TWTR,0.002717858203
2017-08-24,XLIN01,CMG,0.001371845359
2017-08-24,XLIN01,EBAY,-2.84E-05
2017-08-24,XLIN01,INTU,-0.0001079298626
2017-08-24,XLIN01,JD,-0.001050896031
2017-08-24,XLIN01,KO,-0.0005169272368
2017-08-24,XLIN01,KR,-0.02377297237
2017-08-24,XLIN01,TWTR,-0.0005765726872
2017-08-25,XLIN01,CMG,0.002000637758
2017-08-25,XLIN01,EBAY,-0.0005824272949
2017-08-25,XLIN01,INTU,0.001176503136
2017-08-25,XLIN01,JD,-0.003494563769
2017-08-25,XLIN01,KO,0.0006523185703
2017-08-25,XLIN01,KR,0.008386953046
2017-08-25,XLIN01,TWTR,-0.002026846986
2017-08-28,XLIN01,CMG,0.0009349054023
2017-08-28,XLIN01,EBAY,0.0003762777161
2017-08-28,XLIN01,INTU,0.0003183888367
2017-08-28,XLIN01,JD,-0.001505110864
2017-08-28,XLIN01,KO,-0.0006078332337
2017-08-28,XLIN01,KR,-0.0002604999573
2017-08-28,XLIN01,TWTR,0.001007266502
2017-08-29,XLIN01,CMG,-0.0004774574954
2017-08-29,XLIN01,EBAY,0.001128535898
2017-08-29,XLIN01,INTU,6.37E-05
2017-08-29,XLIN01,JD,0.001417904077
2017-08-29,XLIN01,KO,0.0001215346352
2017-08-29,XLIN01,KR,0.001171941125
2017-08-29,XLIN01,TWTR,0.001342668351
2017-08-30,XLIN01,CMG,0.001370855215
2017-08-30,XLIN01,EBAY,0.001411174486
2017-08-30,XLIN01,INTU,0.001128939589
2017-08-30,XLIN01,JD,0.003167942724
2017-08-30,XLIN01,KO,-0.0002419156262
2017-08-30,XLIN01,KR,0.005054308618
2017-08-30,XLIN01,TWTR,0
2017-08-31,XLIN01,CMG,0.0004496844382
2017-08-31,XLIN01,EBAY,0.001252285777
2017-08-31,XLIN01,INTU,0.0008424467956
2017-08-31,XLIN01,JD,-8.54E-05
2017-08-31,XLIN01,KO,0.0006375273048
2017-08-31,XLIN01,KR,-0.004226464498
2017-08-31,XLIN01,TWTR,-0.0001650740343
2017-09-01,XLIN01,CMG,0.0009233334046
2017-09-01,XLIN01,EBAY,0.0006269547809
2017-09-01,XLIN01,INTU,0.0002564815013
2017-09-01,XLIN01,JD,0.0002279835567
2017-09-01,XLIN01,KO,0.0009176338157
2017-09-01,XLIN01,KR,0.007053241285
2017-09-01,XLIN01,TWTR,-0.0004132201965
2017-09-04,XLIN01,CMG,0
2017-09-04,XLIN01,EBAY,0
2017-09-04,XLIN01,INTU,0
2017-09-04,XLIN01,JD,0
2017-09-04,XLIN01,KO,0
2017-09-04,XLIN01,KR,0
2017-09-04,XLIN01,TWTR,0
2017-09-05,XLIN01,CMG,-0.003282820798
2017-09-05,XLIN01,EBAY,-0.0007339066273
2017-09-05,XLIN01,INTU,-0.0002032356814
2017-09-05,XLIN01,JD,-0.0016654035
2017-09-05,XLIN01,KO,0.0005532526883
2017-09-05,XLIN01,KR,0.0001270223009
2017-09-05,XLIN01,TWTR,-0.001719035139
2017-09-06,XLIN01,CMG,0.002717333375
2017-09-06,XLIN01,EBAY,0.001904407282
2017-09-06,XLIN01,INTU,-0.0002273919142
2017-09-06,XLIN01,JD,0.0006821757427
2017-09-06,XLIN01,KO,0.00015917434
2017-09-06,XLIN01,KR,0.001534895421
2017-09-06,XLIN01,TWTR,0.00148373224
2017-09-07,XLIN01,CMG,-0.0001776051218
2017-09-07,XLIN01,EBAY,0.003523911147
2017-09-07,XLIN01,INTU,-7.89E-05
2017-09-07,XLIN01,JD,0.0005356344943
2017-09-07,XLIN01,KO,0.001262969755
2017-09-07,XLIN01,KR,0.002790937628
2017-09-07,XLIN01,TWTR,0.003188434806
2017-09-08,XLIN01,CMG,-0.004801505699
2017-09-08,XLIN01,EBAY,-0.0006134327838
2017-09-08,XLIN01,INTU,0.0003122930536
2017-09-08,XLIN01,JD,-0.001896064968
2017-09-08,XLIN01,KO,7.81E-05
2017-09-08,XLIN01,KR,-0.02145620578
2017-09-08,XLIN01,TWTR,0.001859816667
2017-09-11,XLIN01,CMG,0.001463648667
2017-09-11,XLIN01,EBAY,0.0008592849317
2017-09-11,XLIN01,INTU,0.0006186851508
2017-09-11,XLIN01,JD,0.002549211964
2017-09-11,XLIN01,KO,0.0008821991966
2017-09-11,XLIN01,KR,0.003608996713
2017-09-11,XLIN01,TWTR,0.001744348411
2017-09-12,XLIN01,CMG,0.001044670271
2017-09-12,XLIN01,EBAY,0.000254797627
2017-09-12,XLIN01,INTU,-0.0001472164067
2017-09-12,XLIN01,JD,0.00353885593
2017-09-12,XLIN01,KO,0.0007927037284
2017-09-12,XLIN01,KR,0.003057571524
2017-09-12,XLIN01,TWTR,0.004187174337
2017-09-13,XLIN01,CMG,0.0007743540643
2017-09-13,XLIN01,EBAY,0.0002515951833
2017-09-13,XLIN01,INTU,-0.0001789121304
2017-09-13,XLIN01,JD,0.005535094034
2017-09-13,XLIN01,KO,0.0005870554278
2017-09-13,XLIN01,KR,0.001886963875
2017-09-13,XLIN01,TWTR,0.0002432086772
2017-09-14,XLIN01,CMG,-0.0002797997077
2017-09-14,XLIN01,EBAY,0.0001108117654
2017-09-14,XLIN01,INTU,1.11E-05
2017-09-14,XLIN01,JD,-5.54E-05
2017-09-14,XLIN01,KO,-0.001512580598
2017-09-14,XLIN01,KR,-0.005859172098
2017-09-14,XLIN01,TWTR,8.03E-05
2017-09-15,XLIN01,CMG,0.0006978104105
2017-09-15,XLIN01,EBAY,0.0002512117478
2017-09-15,XLIN01,INTU,2.79E-05
2017-09-15,XLIN01,JD,-0.0009490221583
2017-09-15,XLIN01,KO,0.0002735416809
2017-09-15,XLIN01,KR,0.003893782091
2017-09-15,XLIN01,TWTR,-0.001618920152
2017-09-18,XLIN01,CMG,-0.003123725418
2017-09-18,XLIN01,EBAY,-2.78E-05
2017-09-18,XLIN01,INTU,0.0009298790461
2017-09-18,XLIN01,JD,-0.0004732917301
2017-09-18,XLIN01,KO,-0.000272838762
2017-09-18,XLIN01,KR,-0.001628680365
2017-09-18,XLIN01,TWTR,-0.003310258041
2017-09-19,XLIN01,CMG,0.0004321636385
2017-09-19,XLIN01,EBAY,0.0005612514785
2017-09-19,XLIN01,INTU,0.000864327277
2017-09-19,XLIN01,JD,-0.001150565531
2017-09-19,XLIN01,KO,-0.0005107388455
2017-09-19,XLIN01,KR,-0.003914729063
2017-09-19,XLIN01,TWTR,0.00130210343
2017-09-20,XLIN01,CMG,0.002526122725
2017-09-20,XLIN01,EBAY,-0.000140652713
2017-09-20,XLIN01,INTU,-0.0002081660152
2017-09-20,XLIN01,JD,0.0003094359686
2017-09-20,XLIN01,KO,-0.0007876551927
2017-09-20,XLIN01,KR,-0.004177385576
2017-09-20,XLIN01,TWTR,-0.001142100029
2017-09-21,XLIN01,CMG,0.0002343318789
2017-09-21,XLIN01,EBAY,-0.0008187499382
2017-09-21,XLIN01,INTU,-0.0002710344623
2017-09-21,XLIN01,JD,-0.004121982448
2017-09-21,XLIN01,KO,-0.001501982645
2017-09-21,XLIN01,KR,-0.007368749444
2017-09-21,XLIN01,TWTR,-0.0003274999753
2017-09-22,XLIN01,CMG,0.0003121621525
2017-09-22,XLIN01,EBAY,0.0001145549183
2017-09-22,XLIN01,INTU,0.001048177503
2017-09-22,XLIN01,JD,-0.001746962505
2017-09-22,XLIN01,KO,0.0003608479928
2017-09-22,XLIN01,KR,-0.000902119982
2017-09-22,XLIN01,TWTR,0.0002491569474
2017-09-25,XLIN01,CMG,0.001868299232
2017-09-25,XLIN01,EBAY,-0.001461399706
2017-09-25,XLIN01,INTU,-0.0009054947196
2017-09-25,XLIN01,JD,-0.004126305051
2017-09-25,XLIN01,KO,0.0008023370933
2017-09-25,XLIN01,KR,-0.00270788769
2017-09-25,XLIN01,TWTR,-0.005235249534
2017-09-26,XLIN01,CMG,-0.0004697360924
2017-09-26,XLIN01,EBAY,0.0002029723856
2017-09-26,XLIN01,INTU,1.74E-05
2017-09-26,XLIN01,JD,-0.00176875936
2017-09-26,XLIN01,KO,-0.0004871337255
2017-09-26,XLIN01,KR,0.003262056197
2017-09-26,XLIN01,TWTR,-0.00327945383
2017-09-27,XLIN01,CMG,-0.001558119153
2017-09-27,XLIN01,EBAY,0.0005813877435
2017-09-27,XLIN01,INTU,-0.0002383689748
2017-09-27,XLIN01,JD,-0.001773232618
2017-09-27,XLIN01,KO,-0.00378483421
2017-09-27,XLIN01,KR,0.0005232489691
2017-09-27,XLIN01,TWTR,0.003034844021
2017-09-28,XLIN01,CMG,0.0007815723895
2017-09-28,XLIN01,EBAY,-0.0009332207636
2017-09-28,XLIN01,INTU,-0.001195689103
2017-09-28,XLIN01,JD,-0.003091293779
2017-09-28,XLIN01,KO,0.001102367027
2017-09-28,XLIN01,KR,0.0003937025096
2017-09-28,XLIN01,TWTR,-0.000845731317
2017-09-29,XLIN01,CMG,-0.002546842135
2017-09-29,XLIN01,EBAY,0.00213700547
2017-09-29,XLIN01,INTU,-9.95E-05
2017-09-29,XLIN01,JD,-0.001317332139
2017-09-29,XLIN01,KO,0.0004098366655
2017-09-29,XLIN01,KR,-0.002634664278
2017-09-29,XLIN01,TWTR,0.0001697894757
2017-10-02,XLIN01,CMG,-0.001769165098
2017-10-02,XLIN01,EBAY,0.0007934793629
2017-10-02,XLIN01,INTU,-0.0002351049964
2017-10-02,XLIN01,JD,0.00264493121
2017-10-02,XLIN01,KO,-0.0008640108619
2017-10-02,XLIN01,KR,-0.001322465605
2017-10-02,XLIN01,TWTR,0.001874962346
2017-10-03,XLIN01,CMG,0.0003463910021
2017-10-03,XLIN01,EBAY,-5.87E-05
2017-10-03,XLIN01,INTU,6.46E-05
2017-10-03,XLIN01,JD,0.0003229068663
2017-10-03,XLIN01,KO,0.001602792264
2017-10-03,XLIN01,KR,0.00792589581
2017-10-03,XLIN01,TWTR,0.004256499602
2017-10-04,XLIN01,CMG,0.001105383245
2017-10-04,XLIN01,EBAY,-0.0001446836709
2017-10-04,XLIN01,INTU,0.0004745624404
2017-10-04,XLIN01,JD,-0.002517495873
2017-10-04,XLIN01,KO,0.001255854263
2017-10-04,XLIN01,KR,-0.0003906459113
2017-10-04,XLIN01,TWTR,0.001342664466
2017-10-05,XLIN01,CMG,0.001023208626
2017-10-05,XLIN01,EBAY,0.0009538385498
2017-10-05,XLIN01,INTU,0.0001098359542
2017-10-05,XLIN01,JD,0.002312335878
2017-10-05,XLIN01,KO,8.09E-05
2017-10-05,XLIN01,KR,0.002211171184
2017-10-05,XLIN01,TWTR,0.00419110878
2017-10-06,XLIN01,CMG,-0.0007748712956
2017-10-06,XLIN01,EBAY,-0.0005146746613
2017-10-06,XLIN01,INTU,0.0009778818564
2017-10-06,XLIN01,JD,0.0002859303674
2017-10-06,XLIN01,KO,-0.0001200907543
2017-10-06,XLIN01,KR,-0.0009006806572
2017-10-06,XLIN01,TWTR,-0.003316792262
2017-10-09,XLIN01,CMG,-0.001068322375
2017-10-09,XLIN01,EBAY,0.0005169301814
2017-10-09,XLIN01,INTU,-0.000126360711
2017-10-09,XLIN01,JD,-0.0009477053326
2017-10-09,XLIN01,KO,-0.0003216454462
2017-10-09,XLIN01,KR,-0.004393906542
2017-10-09,XLIN01,TWTR,-0.001499097526
2017-10-10,XLIN01,CMG,0.002014591314
2017-10-10,XLIN01,EBAY,-0.0004341791626
2017-10-10,XLIN01,INTU,0.000127359221
2017-10-10,XLIN01,JD,0.003647104966
2017-10-10,XLIN01,KO,0.001864075871
2017-10-10,XLIN01,KR,0.003126089971
2017-10-10,XLIN01,TWTR,-0.002182473924
2017-10-11,XLIN01,CMG,0.0001751366281
2017-10-11,XLIN01,EBAY,-0.0015216789
2017-10-11,XLIN01,INTU,-0.0002985935955
2017-10-11,XLIN01,JD,-0.001579100745
2017-10-11,XLIN01,KO,0.000924491709
2017-10-11,XLIN01,KR,0.003229978797
2017-10-11,XLIN01,TWTR,0.002664373621
2017-10-12,XLIN01,CMG,0.0007666967528
2017-10-12,XLIN01,EBAY,-0.0006293779314
2017-10-12,XLIN01,INTU,0.001258755863
2017-10-12,XLIN01,JD,-0.003175497745
2017-10-12,XLIN01,KO,4.01E-05
2017-10-12,XLIN01,KR,0.002832200691
2017-10-12,XLIN01,TWTR,0.005973368731
2017-10-13,XLIN01,CMG,0.003488423292
2017-10-13,XLIN01,EBAY,0.0007385912508
2017-10-13,XLIN01,INTU,-0.0001193108944
2017-10-13,XLIN01,JD,0.0005965544718
2017-10-13,XLIN01,KO,0.0002783920868
2017-10-13,XLIN01,KR,0.003834993033
2017-10-13,XLIN01,TWTR,0.001482863973
2017-10-16,XLIN01,CMG,-0.001703934373
2017-10-16,XLIN01,EBAY,-0.001630828278
2017-10-16,XLIN01,INTU,-0.0005117426665
2017-10-16,XLIN01,JD,0.002671184248
2017-10-16,XLIN01,KO,0.001732052102
2017-10-16,XLIN01,KR,-0.0108815611
2017-10-16,XLIN01,TWTR,-0.002446242417
2017-10-17,XLIN01,CMG,0.002537698783
2017-10-17,XLIN01,EBAY,-0.000797481099
2017-10-17,XLIN01,INTU,0.0004329183109
2017-10-17,XLIN01,JD,-0.0002278517426
2017-10-17,XLIN01,KO,-0.0003987405495
2017-10-17,XLIN01,KR,0.0005126664208
2017-10-17,XLIN01,TWTR,-0.0004129812834
2017-10-18,XLIN01,CMG,-0.00314487316
2017-10-18,XLIN01,EBAY,0.001364863578
2017-10-18,XLIN01,INTU,0.0001535471525
2017-10-18,XLIN01,JD,0.002075730024
2017-10-18,XLIN01,KO,-0.0004777022522
2017-10-18,XLIN01,KR,0.002431163248
2017-10-18,XLIN01,TWTR,-0.002143973203
2017-10-19,XLIN01,CMG,0.001998439341
2017-10-19,XLIN01,EBAY,-0.001933056546
2017-10-19,XLIN01,INTU,0.0004832641365
2017-10-19,XLIN01,JD,-0.002672166402
2017-10-19,XLIN01,KO,0.0007561662372
2017-10-19,XLIN01,KR,0.002814302913
2017-10-19,XLIN01,TWTR,-0.001071709291
2017-10-20,XLIN01,CMG,-0.0001449248593
2017-10-20,XLIN01,EBAY,0.0009093324505
2017-10-20,XLIN01,INTU,0.0007672492551
2017-10-20,XLIN01,JD,-0.001079832285
2017-10-20,XLIN01,KO,-0.0008354491889
2017-10-20,XLIN01,KR,0.001662373386
2017-10-20,XLIN01,TWTR,-0.0001648165067
2017-10-23,XLIN01,CMG,-0.001223394366
2017-10-23,XLIN01,EBAY,-0.002214031567
2017-10-23,XLIN01,INTU,-0.0003690052612
2017-10-23,XLIN01,JD,-0.001617946145
2017-10-23,XLIN01,KO,-0.0002384341688
2017-10-23,XLIN01,KR,0.004215175483
2017-10-23,XLIN01,TWTR,-0.004115827913
2017-10-24,XLIN01,CMG,0.001098937171
2017-10-24,XLIN01,EBAY,-0.0002568944036
2017-10-24,XLIN01,INTU,0.000742139388
2017-10-24,XLIN01,JD,0.0002568944036
2017-10-24,XLIN01,KO,-0.0005594589233
2017-10-24,XLIN01,KR,0.001541366421
2017-10-24,XLIN01,TWTR,-0.0009933250271
2017-10-25,XLIN01,CMG,-0.0134737214
2017-10-25,XLIN01,EBAY,-0.0001709501552
2017-10-25,XLIN01,INTU,0.0004786604346
2017-10-25,XLIN01,JD,-0.003191069564
2017-10-25,XLIN01,KO,-0.0005185488041
2017-10-25,XLIN01,KR,-0.004359228958
2017-10-25,XLIN01,TWTR,-0.0009088849919
2017-10-26,XLIN01,CMG,0.001314073847
2017-10-26,XLIN01,EBAY,0.0006410116329
2017-10-26,XLIN01,INTU,0.001089719776
2017-10-26,XLIN01,JD,-0.001719076652
2017-10-26,XLIN01,KO,0.0007342496886
2017-10-26,XLIN01,KR,-0.00406459649
2017-10-26,XLIN01,TWTR,0.02678554519
2017-10-27,XLIN01,CMG,-0.00153534492
